concept,label,2020-12-31,2019-12-31,level,abstract,dimension
us-gaap_NetIncomeLoss,Net Income,40269000000.0,34343000000.0,1,False,False
us-gaap_OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecreaseAbstract,Other comprehensive income (loss):,,,1,False,False
us-gaap_OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,Change in foreign currency translation adjustment,1139000000.0,-119000000.0,2,False,False
us-gaap_OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecreaseAbstract,Available-for-sale investments:,,,2,False,False
us-gaap_OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,Change in net unrealized gains (losses),1313000000.0,1611000000.0,3,False,False
us-gaap_OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,Net Income,-513000000.0,-111000000.0,3,False,False
us-gaap_OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,"Net change, net of tax benefit (expense) of $156, $(221), and $(230)",800000000.0,1500000000.0,3,False,False
us-gaap_OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecreaseAbstract,Cash flow hedges:,,,2,False,False
us-gaap_OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax,Change in net unrealized gains (losses),42000000.0,22000000.0,3,False,False
us-gaap_OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax,Net Income,-116000000.0,-299000000.0,3,False,False
us-gaap_OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax,"Net change, net of tax benefit (expense) of $(103), $42, and $11",-74000000.0,-277000000.0,3,False,False
us-gaap_OtherComprehensiveIncomeLossNetOfTax,Other comprehensive income (loss),1865000000.0,1104000000.0,2,False,False
us-gaap_ComprehensiveIncomeNetOfTax,Comprehensive income,42134000000.0,35447000000.0,1,False,False
