concept,label,2019-12-31,2018-12-31,level,abstract,dimension
us-gaap_AssetsAbstract,Assets,,,1,False,False
us-gaap_AssetsCurrentAbstract,Current assets:,,,2,False,False
us-gaap_CashAndCashEquivalentsAtCarryingValue,Cash and Cash Equivalents,18498000000.0,16701000000.0,3,False,False
us-gaap_MarketableSecuritiesCurrent,Current Marketable Securities,101177000000.0,92439000000.0,3,False,False
us-gaap_CashCashEquivalentsAndShortTermInvestments,Cash and Cash Equivalents,119675000000.0,109140000000.0,3,False,False
us-gaap_AccountsReceivableNetCurrent,Accounts Receivable,25326000000.0,20838000000.0,3,False,False
us-gaap_IncomeTaxesReceivable,"Income taxes receivable, net",2166000000.0,355000000.0,3,False,False
us-gaap_InventoryNet,Inventory,999000000.0,1107000000.0,3,False,False
us-gaap_OtherAssetsCurrent,Other Assets,4412000000.0,4236000000.0,3,False,False
us-gaap_AssetsCurrent,Total Current Assets,152578000000.0,135676000000.0,3,False,False
us-gaap_OtherLongTermInvestments,Non-marketable investments,13078000000.0,13859000000.0,2,False,False
us-gaap_DeferredIncomeTaxAssetsNet,Deferred Tax Assets,721000000.0,737000000.0,2,False,False
us-gaap_PropertyPlantAndEquipmentNet,"Property, Plant and Equipment",,59719000000.0,2,False,False
us-gaap_OperatingLeaseRightOfUseAsset,Operating lease assets,10941000000.0,,2,False,False
us-gaap_IntangibleAssetsNetExcludingGoodwill,Intangible Assets,1979000000.0,2220000000.0,2,False,False
us-gaap_Goodwill,Goodwill,20624000000.0,17888000000.0,2,False,False
us-gaap_OtherAssetsNoncurrent,Other Assets,2342000000.0,2693000000.0,2,False,False
us-gaap_Assets,Total Assets,275909000000.0,232792000000.0,2,False,False
us-gaap_LiabilitiesAndStockholdersEquityAbstract,Liabilities and Stockholders’ Equity,,,1,False,False
us-gaap_LiabilitiesCurrentAbstract,Current liabilities:,,,2,False,False
us-gaap_AccountsPayableCurrent,Accounts Payable,5561000000.0,4378000000.0,3,False,False
us-gaap_EmployeeRelatedLiabilitiesCurrent,Accrued Liabilities,8495000000.0,6839000000.0,3,False,False
us-gaap_AccruedLiabilitiesCurrent,Accrued Liabilities,23067000000.0,16958000000.0,3,False,False
us-gaap_ContractWithCustomerLiabilityCurrent,Revenue,1908000000.0,1784000000.0,3,False,False
us-gaap_AccruedIncomeTaxesCurrent,"Income taxes payable, net",274000000.0,69000000.0,3,False,False
us-gaap_LiabilitiesCurrent,Total Current Liabilities,45221000000.0,34620000000.0,3,False,False
us-gaap_LongTermDebtAndCapitalLeaseObligations,Long-Term Debt,4554000000.0,4012000000.0,2,False,False
us-gaap_ContractWithCustomerLiabilityNoncurrent,Revenue,358000000.0,396000000.0,2,False,False
us-gaap_AccruedIncomeTaxesNoncurrent,"Income taxes payable, non-current",9885000000.0,11327000000.0,2,False,False
us-gaap_DeferredIncomeTaxLiabilitiesNet,Deferred income taxes,1701000000.0,1264000000.0,2,False,False
us-gaap_OperatingLeaseLiabilityNoncurrent,Operating lease liabilities,10214000000.0,,2,False,False
us-gaap_OtherLiabilitiesNoncurrent,Other Liabilities,2534000000.0,3545000000.0,2,False,False
us-gaap_Liabilities,Total Liabilities,74467000000.0,55164000000.0,2,False,False
us-gaap_CommitmentsAndContingencies,Commitments and Contingencies (Note 10),,,2,False,False
us-gaap_StockholdersEquityAbstract,Total Stockholders' Equity,,,2,False,False
us-gaap_ConvertiblePreferredStockNonredeemableOrRedeemableIssuerOptionValue,"Convertible preferred stock, $0.001 par value per share, 100,000 shares authorized; no shares issued and outstanding",0.0,0.0,3,False,False
us-gaap_CommonStocksIncludingAdditionalPaidInCapital,Common Stock,50552000000.0,45049000000.0,3,False,False
us-gaap_AccumulatedOtherComprehensiveIncomeLossNetOfTax,Accumulated Other Comprehensive Income/Loss,-1232000000.0,-2306000000.0,3,False,False
us-gaap_RetainedEarningsAccumulatedDeficit,Retained Earnings,152122000000.0,134885000000.0,3,False,False
us-gaap_StockholdersEquity,Total Stockholders' Equity,201442000000.0,177628000000.0,3,False,False
us-gaap_LiabilitiesAndStockholdersEquity,Total Liabilities and Stockholders' Equity,275909000000.0,232792000000.0,2,False,False
